OBJECTID,PUBLIC_NAME,LABEL,Exclude,PARENT_NAME,NESTED,OFFICIAL_NAME,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
1,William H (Billy) Markward Memorial Playground,Markward,No,Schuylkill River Park,Y,William H. (Billy) Markward Memorial Playground,,1903,400 S TANEY ST,19146,"400-16 S TANEY ST, 338-46 S 26TH ST, 300 S 26TH ST",400-16 S TANEY ST;Pine & Taney;338-46 S 26TH ST;300 S 26TH ST;2620 Pine St;350 S 26th St,3.37915795,NEIGHBORHOOD_PARK,RECREATION_SITE,7,"5, 7",2,9,Y,Y,Y,,23295.66406,892.8680119
2,Schuylkill Banks,Schuylkill Banks,Yes,Schuylkill Banks,N,,Schuylkill River Park,2794,400 S TANEY ST,19103,,400-16 S TANEY ST,14.71731429,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7,"5, 7","2, 5","9, 17",Y,Y,N,Bill 160113 (4/14/16) -South of South St Bridge,101477.1797,9300.670289
3,Schuylkill River Park,Schuylkill River Park,No,Schuylkill River Park,N,,,2992,400 S TANEY ST,19146,"400-16 S TANEY ST, 338-46 S 26TH ST, 300 S 26TH ST, 302-22 S 25TH ST, 2500R-06 LOCUST ST","Pine & Taney;400-16 S TANEY ST, 338-46 S 26TH ST, 300 S 26TH ST, 302-22 S 25TH ST, 2500R-06 LOCUST ST",7.32699974,NEIGHBORHOOD_PARK,RECREATION_SITE,7,"5, 7",2,9,Y,Y,N,,50512.58203,1259.304657
4,Frankford Boat Launch,Frankford Launch,Yes,Frankford Boat Launch,N,Frankford Boat Launch,PA Fish & Boat;Frankford Arsenal Boat Launch,3090,5625 TACONY ST,19137,5625 TACONY ST,5650 Tacony St,11.36977501,NEIGHBORHOOD_PARK,BOATHOUSE_LAUNCH,2,2,6,15,Y,Y,N,,78515.33594,1585.376114
5,Orthodox Street Park,Orthodox,Yes,Orthodox Street Park,N,,Orthodox Street Parcel; Bridesburg Riverfront Park,3091,3101 ORTHODOX ST,19137,3101 ORTHODOX ST,,10.56737903,NEIGHBORHOOD_PARK,UNDEVELOPED,5,2,6,15,Y,N,N,Officially acquired from PAID in 10/2019. Doc 53586794; LWCF Restrictions,72926.1875,1304.901416
6,Wissahickon Valley Park,Wissahickon Valley Park,No,Wissahickon Valley Park,N,Wissahickon Valley Park,,1357,,19128,,,2064.125834,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,"4, 8","5, 14, 39",Y,Y,N,,14273555.84,86741.68422
7,West Fairmount Park,West Fairmount Park,No,West Fairmount Park,N,West Fairmount Park,,1714,,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,1269.287285,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,7,5,"3, 4","16, 19",Y,Y,N,,8760929.535,58820.0334
8,Pennypack Park,Pennypack Park,No,Pennypack Park,N,Pennypack Park,Little City (Near Rhawn St),1651,,19152,8300 FRANKFORD AVE,8300 FRANKFORD AVE,1367.419219,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,"6, 10","7, 8, 15",Y,Y,N,,9460039.09,49816.79209
9,East Fairmount Park,East Fairmount Park,No,East Fairmount Park,N,East Fairmount Park,,1713,,19121,2500 SPRING GARDEN ST;3300 N 33RD ST,2500 SPRING GARDEN ST;3300 N 33RD ST,649.6850215,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,7,5,"4, 5","5, 9, 22, 39",Y,Y,N,,4483651.453,24720.368
10,Tacony Creek Park,Tacony Creek Park,No,Tacony Creek Park,N,Tacony Creek Park,Brookwood Park,1961,,19120,,,316.7395765,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,3,3,"7, 9","2, 15, 24, 25, 35",Y,Y,N,,2188602.336,21276.46225
11,Franklin Delano Roosevelt Park,FDR Park,No,Franklin Delano Roosevelt Park,N,Franklin Delano Roosevelt (FDR) Park,League Island Park;The Lakes;FDR Park,231,3500 S BROAD ST,19145,"3500 S BROAD ST, 1954 PATTISON AVE",Broad & Pattison;1954 PATTISON AVE,348.605057,WATERSHED_PARK,MISC_PARK,9,7,2,1,Y,Y,N,,2400032.012,6113.193384
12,Hunting Park,Hunting,No,Hunting Park,N,,,845,1101 W HUNTING PARK AVE,19140,"4101 OLD YORK RD, 903 W WINGOHOCKING ST","900 HUNTING PARK AVE, 9th & Roosevelt;4101 OLD YORK RD, 903 W WINGOHOCKING ST",76.46722118,REGIONAL_PARK,RECREATION_SITE,3,3,"5, 7",25,Y,Y,Y,,528225.9141,3213.620011
13,Awbury Park and Recreation Center,Awbury,No,Awbury Park and Recreation Center,N,Awbury Park and Recreation Center,,604,6101 ARDLEIGH ST,19138,6101 ARDLEIGH ST,Ardleigh & Haines,27.91906226,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,Review the parcel boundaries,193069.4805,2019.278021
14,Fisher Park,Fisher,No,Fisher Park,N,Fisher Park,,679,572 W SPENCER ST,19120,6000 N 05TH ST,571 W SPENCER ST;610 W SPENCER ST;6000 N 05TH ST;5th & Nedro,24.49836533,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,169363.0313,1798.578647
15,Eastwick Regional Playground,Eastwick Regional,No,Eastwick Regional Playground,N,Eastwick Regional Playground,,499,7899 MERCURY PL,19153,2500 S 77TH ST,80TH and MARS PL;2500 S 77TH ST,23.14650897,NEIGHBORHOOD_PARK,RECREATION_SITE,9,8,2,12,Y,Y,Y,,159370.9141,3781.877533
16,Whitby Avenue Playground,Whitby,Yes,Cobbs Creek Park,Y,,,1372,1300 COBBS CREEK PKY,19143,,,5.64603638,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,12,Y,Y,Y,,38916.48438,949.4981943
17,29th and Passyunk Park,29th and Passyunk,Yes,29th and Passyunk Park,N,,,432,2827 W PASSYUNK AVE,19145,2827 W PASSYUNK AVE,Newkirk & Passyunk,0.5560274,NEIGHBORHOOD_PARK,MISC_PARK,9,7,2,1,Y,Y,Y,,3830.242188,247.0320479
18,Price Street Play Lot,Price St,Yes,Price Street Play Lot,N,,,826,185 W PRICE ST,19144,177-85 W PRICE ST,177-85 W PRICE ST,0.18084375,POCKET_PARK,MISC_PARK,4,4,8,14,Y,Y,N,,1249.839844,143.7340031
19,Sedgley Woods Disc Golf Course,Sedgley Woods,Yes,East Fairmount Park,Y,,,3013,3400 RESERVOIR DR,19121,,,30.45421535,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,22,Y,Y,N,,210135.5664,1984.375466
20,Robert Wilson III Park,Wilson,No,Cobbs Creek Park,Y,Robert Wilson III Park,61st and Baltimore Ave Playground,3454,6100 BALTIMORE AVE,19143,,,1.16280072,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,12,Y,Y,Y,ADDRESS_BRT comes from a bigger parcel,8015.1875,360.3917891
21,Rufus O Williams Memorial Playground,R Williams,No,Cobbs Creek Park,Y,Rufus O. Williams Memorial Playground,Cobbs Creek Playground,2128,700 COBBS CREEK PKY,19143,,"63rd St and Catherine St, 63rd St and Christian St",3.83114077,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,26413.42969,817.2503662
22,Al Pearlman Sports Center,Pearlman,Yes,Al Pearlman Sports Center,N,,,1152,600 PORT ROYAL AVE,19128,600 PORT ROYAL AVE,Harner & Port Royal,7.02188644,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4,4,4,5,Y,Y,N,Land is PWD owned. PPR utilizes this portion of the land.,48566.60547,889.2442844
23,Lauretha Vaird Fields,Vaird,Yes,Tacony Creek Park,Y,,Tabor Rams Club;Lauretha Vaird Boys and Girls Club,1890,4800 WHITAKER AVE,19120,,Whitaker & Loudon,6.30822911,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,25,Y,Y,Y,,43583.73438,858.8430038
24,Torresdale and Enfield Fields,Torresdale and Enfield,No,Pennypack Park,Y,,,1370,4600 ENFIELD AVE,19136,8300 FRANKFORD AVE,8300 FRANKFORD AVE,6.58788571,NEIGHBORHOOD_PARK,MISC_PARK,1,1,6,8,Y,Y,Y,,45538.64063,1309.041105
25,Chamounix Tennis Courts,Chamounix Tennis,No,West Fairmount Park,Y,,,1827,3601 CHAMOUNIX DR,19131,3401 W GIRARD AVE,3687 CHAMOUNIX DR;3250 CHAMOUNIX DR,4.16764054,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,16,N,Y,N,,28774.60547,1281.847817
26,Smith Memorial Playground and Playhouse,Smith Memorial,Yes,East Fairmount Park,Y,,,1955,3418 SMITH MEMORIAL DR,19121,,"3500 RESERVOIR DR, 33rd & Oxford",4.58907699,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,4,22,Y,Y,Y,,31667.8125,730.7930178
27,Garland and Bingham Fields,Garland and Bingham,No,Tacony Creek Park,Y,,Tabor and Garland Play Area,1368,620 GARLAND ST,19120,5153 E TABOR RD,Tabor & Garland; 5153 E TABOR RD,3.48388091,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,3,3,9,2,Y,Y,N,,24077.84766,825.6428831
28,Hammond and Nedro Fields,Hammond and Nedro,No,Tacony Creek Park,Y,,,1866,5901 HAMMOND AVE,19120,,5821 HAMMOND AVE,4.04154911,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,27937.47266,773.9097434
29,Fox Chase School Playground,,Yes,Fox Chase Recreation Center,Y,,,0,7901 RIDGEWAY ST,19111,700 RHAWN ST,601 BORBECK AVE;700 RHAWN ST;7976 ROCKWELL AVE;7901 RIDGEWAY ST;Rockwell & Ridgeway,1.71289653,NEIGHBORHOOD_PARK,MISC_PARK,1,1,10,2,N,N,N,"Hockey, Tennis, and Basketball Courts are the portions of School District land PPR leases.",11852.34375,572.2446795
30,Wissahickon Environmental Center,Wissahickon Environ Center,No,Wissahickon Valley Park,Y,,"Tree House, Andorra Nature Center; Wissahickon Environmental Education Center",3456,300 W NORTHWESTERN AVE,19128,,,2.54221918,NEIGHBORHOOD_PARK,ENVIRONMENTAL_EDUCATION_CENTER,4,4,4,5,Y,Y,Y,,17594.54297,654.0433493
31,Ford Road Playground,Ford Rd,No,West Fairmount Park,Y,,Ford Road North,2899,3905 FORD RD,19131,3905 FORD RD,,1.59552959,NEIGHBORHOOD_PARK,MISC_PARK,7,5,4,"16, 19",Y,Y,Y,,11016.05078,449.4856754
32,Verree and Susquehanna Playground,Verree and Susquehanna,No,Pennypack Park,Y,,"Champions, Pennypack Park Playground",1371,8543 VERREE RD,19111,8300 FRANKFORD AVE,8300 FRANKFORD AVE,3.8526229,NEIGHBORHOOD_PARK,MISC_PARK,1,1,10,7,Y,Y,Y,,26663.08594,1049.849865
33,Jose Manuel Collazo Park,Collazo,No,Jose Manuel Collazo Park,N,Jose Manuel Collazo Park,,636,3261 MASCHER ST,19140,130-60 W WESTMORELAND ST,130-60 W WESTMORELAND ST,1.53913073,NEIGHBORHOOD_PARK,MISC_PARK,6,3,7,25,Y,Y,Y,,10626.72266,413.4652642
34,Frankford and Solly Playground,Frankford and Solly,No,Pennypack Park,Y,,Rocky Falls Day Camp,2934,8318 FRANKFORD AVE,19136,8300 FRANKFORD AVE,8300 FRANKFORD AVE,2.19570924,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,,15179.83984,507.6400835
35,26th and Pennsylvania Playground,26th and Pennsylvania,Yes,East Fairmount Park,Y,,2600 Pennsylvania Ave Playground,3458,2700 PENNSYLVANIA AVE,19130,2500 SPRING GARDEN ST,2601 PENNSYLVANIA AVE;2500 SPRING GARDEN ST,0.06715723,POCKET_PARK,MISC_PARK,7,5,5,9,Y,Y,Y,,463.2578125,90.05114864
36,60th and Baltimore Park,60th and Baltimore,Yes,60th and Baltimore Park,N,,,543,5961 BALTIMORE AVE,19143,5961 BALTIMORE AVE,,0.26571922,POCKET_PARK,BREEZEWAY_ISLAND,8,8,3,18,Y,Y,N,,1831.675781,175.6908126
37,Rainbow De Colores Playground,Rainbow De Colores,No,Rainbow De Colores Playground,N,Rainbow De Colores Playground,Dauphin Street Play Lot;5th Street,638,2326 N 05TH ST,19133,"2324-30 N 05TH ST, 2325 N REESE ST","2324-30 N 05TH ST, 2300 N 5th St;2325 N REESE ST",0.26964784,POCKET_PARK,MISC_PARK,6,6,7,26,Y,Y,N,,1861.050781,187.0196995
38,10th and Lemon Playground,10th and Lemon,No,10th and Lemon Playground,N,,10th and Mount Vernon Playground,2914,1015 MOUNT VERNON ST,19123,1015-21 MOUNT VERNON ST,1015-21 MOUNT VERNON ST,0.21888602,POCKET_PARK,MISC_PARK,10,6,5,6,Y,Y,Y,,1509.675781,169.4942207
39,47th and Grays Ferry Park,47th and Grays Ferry,Yes,47th and Grays Ferry Park,N,,,292,4700 PASCHALL AVE,19143,4700 PASCHALL AVE,,0.17619633,POCKET_PARK,BREEZEWAY_ISLAND,8,8,3,18,Y,Y,N,,1214.453125,152.8053581
40,Butler and Percy Play Lot,Butler and Percy,Yes,Butler and Percy Play Lot,N,,,649,919 W BUTLER ST,19140,913-921 BUTLER ST,913-921 BUTLER ST,0.14327997,POCKET_PARK,MISC_PARK,6,3,5,25,Y,Y,N,,989.5585938,124.7809072
41,Horton Street Play Lot,Horton,Yes,Horton Street Play Lot,N,,,463,233 HORTON ST,19139,225-35 HORTON ST,225-35 N HORTON ST,0.10438284,POCKET_PARK,MISC_PARK,8,8,4,19,Y,Y,N,,719.9960938,111.898571
42,45th and Sansom Tot Lot,45th and Sansom,Yes,45th and Sansom Tot Lot,N,,Chicken Park,266,4501 SANSOM ST,19139,122-24 S 45TH ST,122-24 S 45TH ST,0.13073694,POCKET_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,901.5117188,130.5552148
43,Lawrence Street Playground,Lawrence,Yes,Lawrence Street Playground,N,,Community Park,111,856 N LAWRENCE ST,19123,"854-58 N LAWRENCE ST, 857-61 N ORKNEY ST","854-58 N LAWRENCE ST, 857-61 N ORKNEY ST",0.14325806,POCKET_PARK,MISC_PARK,10,2,5,6,Y,Y,N,Divided by multiple parcels,988.125,139.1761458
44,Webb Street Play Lot,Webb,Yes,Webb Street Play Lot,N,,Sergeant Tot Lot,799,2544 WEBB ST,19125,2536-38 WEBB ST,"2536-38 WEBB ST, Webb & Thompson",0.09988991,POCKET_PARK,MISC_PARK,5,2,1,26,Y,Y,N,,689.2109375,112.1284233
45,Hunting Park Recreation Center,Hunting Rec,No,Hunting Park,Y,Hunting Park Recreation Center,,3460,1101 W HUNTING PARK AVE,19140,4101 OLD YORK RD,9th & Roosevelt;4101 OLD YORK RD,5.36612993,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,5,25,N,N,N,,37069.86328,823.1723642
46,Belmont Plateau,Belmont Plateau,No,West Fairmount Park,Y,,,1818,1800 BELMONT MANSION DR,19131,3401 W GIRARD AVE,Belmont and Montgomery;3401 W GIRARD AVE,46.97538673,REGIONAL_PARK,ATHLETIC_OTHER,7,5,4,16,Y,Y,N,,324232.3047,2387.845941
47,Edgley Fields,Edgely,No,East Fairmount Park,Y,Edgley Fields,,3106,2100 RESERVOIR DR,19121,,,28.20655772,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,22,Y,Y,N,,194696.9023,1744.469999
48,Dairy Fields,Dairy,No,East Fairmount Park,Y,,,1841,3700 MOUNT PLEASANT DR,19121,,,14.78790273,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,22,Y,Y,N,,102058.3477,1283.57872
49,Salvatore Pachella Memorial Field,Pachella,No,Wissahickon Valley Park,Y,Salvatore Pachella Memorial Field,,1925,6901 HENRY AVE,19128,700 GORGAS LN,700 LIVEZEY LA;700 GORGAS LN;900 WISES MILL RD,9.49054881,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4,4,4,5,Y,Y,N,,65613.52344,1102.958985
50,Belmont and Edgley Fields,Belmont and Edgley,No,West Fairmount Park,Y,,Belmont & Edgley Cricket Fields;Cricket(Archery);Edgley Ultimate;Frisbee and Archery,1816,4105 EDGLEY AVE,19131,3401 W GIRARD AVE,4001 EDGLEY DR;3401 W GIRARD AVE,9.46666949,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,16,Y,Y,N,,65354.66016,1334.3398
51,David P Montgomery Field,Montgomery Field,No,Wissahickon Valley Park,Y,David P. Montgomery Field,Daisy Fields;Daisy Day Camp,3065,5366 HERMIT LN,19128,,"620 HERMIT LA, Quentin & Vicaris, 5000 HERMIT LN",3.27317127,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,,22614.17969,737.0719883
52,Dell Music Center,Dell Center,Yes,East Fairmount Park,Y,The Dell Music Center,"Robin Hood Dell East,Georgie Woods Entertainment Center,The Dell",1845,3101 STRAWBERRY MANSION DR,19132,3300 N 33RD ST,3300 N 33RD ST;2500 SPRING GARDEN ST;2499 STRAWBERRY MN BR DR;2400 STRAWBERRY MN DR;Ridge & Huntingdon,8.53099306,NEIGHBORHOOD_PARK,OTHER,7,5,4,22,Y,Y,N,,58894.1875,1335.503539
53,Sweetbriar Fields,Sweetbriar Fields,No,West Fairmount Park,Y,,,3117,3700 SWEETBRIAR LN,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,10.07931019,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,16,N,N,N,,69547.48047,1055.345834
54,Ohio House Fields,Ohio House Fields,No,West Fairmount Park,Y,,,3108,4700 STATES DR,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,4.86953549,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,19,N,N,N,,33608.58203,852.4135966
55,Chamounix Fields North,Chamounix North,No,West Fairmount Park,Y,,Chamounix North Softball Field,3105,3299 CHAMOUNIX DR,19131,,,4.01153431,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,16,N,N,N,,27698.44141,700.411168
56,Chamounix Fields South,Chamounix South,No,West Fairmount Park,Y,,,3107,3701 CHAMOUNIX DR,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,4.41430044,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,16,N,N,N,,30474.42578,692.4346201
57,John F Boyce Memorial Field,Boyce,No,Wissahickon Valley Park,Y,John F. Boyce Memorial Field,,3097,5901 HENRY AVE,19128,5801 HENRY AVE,5801 HENRY AVE,3.37907768,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4,4,4,5,Y,Y,N,ADDRESS_BRT comes from a bigger parcel,23352.67969,687.1820184
58,Arrow Field,Arrow,No,Wissahickon Valley Park,Y,,,730,640 W WALNUT LN,19128,640 W WALNUT LN,,3.37050531,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4,4,4,5,Y,Y,N,,23291.53906,688.2795006
59,Pennypack Environmental Center,Pennypack Environ Center,No,Pennypack Park,Y,,Verree Rd Interpretive Center,3462,8600 VERREE RD,19115,8300 FRANKFORD AVE,8300 FRANKFORD AVE,2.34792287,NEIGHBORHOOD_PARK,ENVIRONMENTAL_EDUCATION_CENTER,1,1,10,7,Y,Y,Y,Opened in 1978.,16252.84375,523.6046832
60,Cobbs Creek Golf Club,Cobbs Creek Golf,Yes,Cobbs Creek Park,Y,Cobbs Creek Golf Club,Karakung Golf Course;Olde Golf Course,993,7900 LANSDOWNE AVE,19151,"7800 CITY AVE, 7400 LANSDOWNE AVE","68th & Haverford;7800 CITY AVE, 7400 LANSDOWNE AVE",324.1294311,REGIONAL_PARK,ATHLETIC_GOLF,8,8,4,19,Y,Y,N,Located in Cobbs Creek Park. Closed for Renovations 11/2020. Cobbs Creek Park was created 1904-1928. Golf Club was opened in 1916.,2235999.848,12656.97027
61,Pennypack on the Delaware,Pennypack on the Delaware,No,Pennypack on the Delaware,N,,Pennypack Park at Mouth of Delaware;River Fields,1631,8201 STATE RD,19136,"8201 STATE RD, 8401 STATE RD","7801 State Rd, 7999 STATE RD;8401 STATE RD",180.4997786,WATERSHED_PARK,MISC_PARK,1,1,6,"8, 15",Y,Y,N,,1247389.914,13088.47513
62,Fox Chase Farm,Fox Chase Farm,No,Fox Chase Farm,N,,Butler Exhibit Farm;Butler Tract,1323,8821 PINE RD,19111,8800 PINE RD,8700 PINE RD;8800 PINE RD,119.9986295,REGIONAL_PARK,URBANAGRICULTURE_FARM,1,1,10,7,Y,Y,N,,830734.1758,3901.821245
63,Morris Park,Morris Park,No,Morris Park,N,Morris Park,,1283,6600 SHERWOOD RD,19151,,68th St & Lansdowne Ave,127.5047241,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,8,8,4,19,Y,Y,N,,879793.0703,6467.924925
64,Juniata Golf Club,Juniata Golf Club,Yes,Tacony Creek Park,Y,Juniata Golf Club,,348,1391 E CAYUGA ST,19124,,Castor & Cayuga,91.92997071,REGIONAL_PARK,ATHLETIC_GOLF,3,3,7,"15, 24",Y,Y,N,,635043.5,4652.887761
65,Walnut Lane Golf Club,Walnut Ln Golf,Yes,Wissahickon Valley Park,Y,Walnut Lane Golf Club,,1656,5819 MAGDALENA ST,19128,"5801 HENRY AVE, 639 WALNUT LN, 700 WALNUT LN","5801 HENRY AVE, 639 WALNUT LN, 700 WALNUT LN",67.27551119,REGIONAL_PARK,ATHLETIC_GOLF,4,4,4,5,Y,Y,N,Golf course created between 1934-1940.,464904.0625,5827.263729
66,Walton Run,Walton Run,Yes,Walton Run,N,,,2790,11200 ACADEMY RD,19154,,11000 ACADEMY RD,90.70862544,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,8,Y,Y,N,,627888.7109,6253.610037
67,John F Byrne Golf Club,Byrne Golf,Yes,John F Byrne Golf Club,N,John F. Byrne Golf Club,Holmesburg Golf Course;Poquessing Golf Course,547,9550 LEON ST,19114,9550 LEON ST,Eden & Leon,85.74780505,REGIONAL_PARK,ATHLETIC_GOLF,1,1,6,8,Y,Y,N,1972 Golf Course transferred to Fairmount Park Commission from the City.,593109.2695,4176.82511
68,Joseph C Fluehr Memorial Park,Fluehr,No,Joseph C Fluehr Memorial Park,N,Joseph C. Fluehr Memorial Park,Eden Hallmount Park,188,4800 GRANT AVE,19114,4800 GRANT AVE,4200 Grant Ave,65.37906082,REGIONAL_PARK,MISC_PARK,1,1,6,8,Y,Y,N,Condemned portion (triangle) behind Eden added to park in 1979.,452133.0938,3072.711693
69,Philadelphia Zoo,Zoo,Yes,West Fairmount Park,Y,,Philadelphia Zoological Gardens,504,3400 W GIRARD AVE,19104,3400 W GIRARD AVE,,55.03049361,REGIONAL_PARK,ZOO,7,5,"3, 4",16,Y,Y,N,Adjusted to include outer curbline of Zoological St but not RR retaining wall.,379641.707,4266.562991
70,Manatawna Farm,Manatawna,Yes,Manatawna Farm,N,,,1899,100 SPRING LN,19128,8482 HAGYS MILL RD,"844 MANATAWNA RD, 899 Manatawna Dr;8482 HAGYS MILL RD",64.52599005,REGIONAL_PARK,URBANAGRICULTURE_FARM,4,4,4,5,Y,Y,N,,446276.3164,3965.828015
71,Wisters Woods Park,Wisters Woods,No,Wisters Woods Park,N,,,875,1998 BELFIELD AVE,19141,"5401 E WISTER ST, 1901 LINDLEY AVE, 432-60 E WISTER ST, 1601 LINDLEY AVE","Duncannon & Wister;5401 E WISTER ST, 1901 LINDLEY AVE, 432-60 E WISTER ST, 1601 LINDLEY AVE",61.71951434,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,3,4,8,"14, 35",Y,Y,N,,426571.8164,7815.645591
72,Fairmount Park Horticulture Center,Horticulture Center,No,West Fairmount Park,Y,Fairmount Park Horticulture Center,,1874,4200 HORTICULTURAL DR,19131,3401 W GIRARD AVE,4180 HORTICULTURAL DR; 100 N HORTICULTURAL DR,40.27234079,REGIONAL_PARK,URBANAGRICULTURE_GARDEN,7,5,4,16,Y,Y,N,Horticulture Center built in 1976,277920.4883,2672.303947
73,Wooden Bridge Run,Wooden Bridge,Yes,Wooden Bridge Run,N,,,1632,2855 WILLITS RD,19114,2855 WILLITS RD,,49.09586334,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,6,8,Y,Y,N,Not completely parcelized,339623.4844,4653.000056
74,Bartrams Garden,Bartrams Garden,?? Leased??? ask Patrick,Bartrams Garden,N,Bartram's Garden National Historic Landmark,Bartram's Homestead,476,5400 LINDBERGH BLVD,19143,2901 S 56TH ST,"5443 Bartram Rd, 57th & Schuylkill River; 2901 S 56TH ST",50.02628628,REGIONAL_PARK,HISTORIC_SITE,9,8,3,12,Y,Y,N,,344716,3538.402895
75,Wissinoming Park,Wissinoming,No,Wissinoming Park,N,Wissinoming Park,,1973,5801 FRANKFORD AVE,19135,5801 FRANKFORD AVE,Frankford & Comly;5773 FRANKFORD AVE;5747 FRANKFORD AVE;4043 E CHELTENHAM AVE,42.6326946,REGIONAL_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,294567.207,2216.668948
76,Fernhill Park,Fernhill,No,Fernhill Park,N,,,833,4600 MORRIS ST,19144,"4600 MORRIS ST, 4526 PULASKI AVE",Abbottsford & Morris;4526 PULASKI AVE;500 W ABBOTTSFORD AVE,42.3860045,REGIONAL_PARK,RECREATION_SITE,3,4,8,39,Y,Y,Y,,292812.3984,4312.700916
77,Roxborough Reservoir Park,Roxborough Reservoir,No,Roxborough Reservoir Park,N,Roxborough Reservoir Park,,2792,601 PORT ROYAL AVE,19128,601 PORT ROYAL AVE,,37.28518654,NEIGHBORHOOD_PARK,RESERVOIR,4,4,4,5,Y,Y,N,,257859.793,2021.171725
78,Manayunk Canal,Manayunk Canal,No,Manayunk Canal,N,,,2793,109 FOUNTAIN ST,19127,4500 MAIN ST;7600 NIXON ST,7 Lock St;4500 MAIN ST,33.80228203,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,4,4,4,5,Y,Y,N,,233622.2227,9628.966805
79,Carroll Park (Cobbs Creek),Carroll (Cobbs Creek),No,Cobbs Creek Park,Y,,,3098,7800 CITY AVE,19151,,,29.57766757,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,8,8,N/A,N/A,Y,Y,N,Edited boundaries per October 1928 ordinance (in archives). Not in City of Philadelphia City Limits,204083.8789,2504.987107
80,Holme Crispin Park,Holme Crispin,No,Holme Crispin Park,N,,"Pennypack Community Center, Crispin Gardens Athletic Club",1633,2999 HOLME AVE,19136,"2870 WILLITS RD, 3064 HOLME AVE","Holme & Convent;2870 WILLITS RD, 3064 HOLME AVE",31.64392659,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,Crispin Gardens Athletic Club leases building and fields.,218851.6875,3325.546496
81,Disston Park,Disston Park,No,Disston Park,N,,Keystone,170,6447 KEYSTONE ST,19135,"6401 KEYSTONE ST, 6501 KEYSTONE ST, 6601 KEYSTONE ST, 6701 KEYSTONE ST, 6901 KEYSTONE ST, 6951 KEYSTONE ST","6501-6951 KEYSTONE ST;4423 LONGSHORE AVE;Keystone & Princeton;6401 KEYSTONE ST, 6501 KEYSTONE ST, 6601 KEYSTONE ST, 6701 KEYSTONE ST, 6901 KEYSTONE ST, 6951 KEYSTONE ST",23.50004695,NEIGHBORHOOD_PARK,MISC_PARK,2,2,6,15,Y,Y,N,,162358.1719,4343.490079
